name,description,type,status,date_created,country,volunteer_skills
Mozambique: Drought - May 2024,"As vast parts of southern Africa grapple with an unprecedented mid-season dry spell, the food security situation in Mozambique continues to deteriorate. The compounded effects of El Niño, above-average temperatures, extreme weather events such as Tropical Storm Filipo, excessive floods, coupled with the lasting impact of past shocks such as Tropical Cyclone Freddy, are exacerbating the situation. The 2023-2024 El Niño has been one of the strongest on record, bringing below-average rainfall between October 2023 and February 2024 in southern and central Mozambique, and average to above-average rainfall to the northern part of the country. This disruption continues to impact agriculture and rural livelihoods. Between November 2023 and February 2024, typically the rainy season in Mozambique, the southern and central regions of the country experienced persistent dryness and unusually high temperatures, and many areas received less than half of their typical rainfall. These events in turn led to deteriorating vegetation conditions and crop wilting in parts of the central provinces. ([IFRC, 27 May 2024](https://reliefweb.int/node/4065342))

Around 20 million people reside in areas that have now been hit by drought, 2.7 million of whom were already struggling with food insecurity (IPC3+) before the onset of El Niño. DG ECHO contributed EUR 200,000 to the International Federation of Red Cross and Red Crescent Societies (IFRC) Emergency Appeal, aiming to support the Mozambique Red Cross in its response to the drought and food insecurity in the country. ([ECHO, 30 May 2024](https://reliefweb.int/node/4066379/))

In view of the unfolding disasters regionally, SADC Council directed the SADC Secretariat to develop a regional appeal to facilitate coordinated response to the various disaster affecting the region. ([SADC, 5 June 2024](https://reliefweb.int/node/4067778/))

Crisis (IPC Phase 3) outcomes are likely to prevail from June to September 2024 in the El Niño-induced drought and conflict-affected areas of Mozambique due to poor harvests, limited income-earning opportunities, and failure to engage in normal livelihoods activities. In addition to these shocks, above-average food prices will make it difficult for poor and very poor households to access food from the markets. In Cabo Delgado, several areas receiving regular humanitarian food assistance will likely be facing Stressed! (IPC Phase 2!) outcomes. Crisis (IPC Phase 3) outcomes are expected to expand
between October 2024 and January 2025, mainly in the country's central region. The impact of the lean season, which includes the rapid depletion of below-average food stocks for families who were able to harvest some of their own crops, combined with above-average food prices and below average income, will lead to an expansion of areas facing Crisis (IPC Phase 3) outcomes, particularly in areas affected by the El Niño-induced drought. ([FEWSNET, 1 July 2024](https://reliefweb.int/node/4074432/))
### Appeals & Response Plans

- [![SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024 - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/7e/f1/7ef10501-eaaf-4860-8dcd-777b3c17bca3.png) SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024](https://reliefweb.int/node/4067778)",Drought,ongoing,2024-05-27T13:53:39+00:00,Mozambique,"Water conservation, Agricultural assistance, Climate resilience, Community support programs, Sustainable practices"
Tropical Cyclone Remal - May 2024,"A deep depression over the Bay of Bengal intensified into Cyclonic storm “Remal” and it is expected to make landfall near West Bengal and Bangladesh coasts around midnight between 26 and 27 May. Wind speed ranging 90-120 kmph (with a maximum up to 135) and a surge height ranging 3-4 m are expected in the coastal areas of Satkhira, Khulna, Bagerhat, Pirojpur, Hatia, Bhola, Patuakhali, Barisal, Noakhali, Lakshmipur, Feni, Cumilla, Chittagong and Cox's Bazar. There is a particular alert for Rohingya camps and hill districts for heavy rainfall and subsequent landslide risks. The overall potential exposed population is 1.9 million, who may be displaced during the cyclone, with almost 0.5 million houses estimated to be possibly damaged or destroyed. ([ECHO, 26 May 2024](https://reliefweb.int/node/4065093/))

A tropical storm named REMAL formed over the northern Bay of Bengal on 25 May. It made landfall over the border area between India, West Bengal state and Bangladesh, Khulna division on 26 May around 18.00 UTC. Tidal surges as high as 12 feet, heavy rainfall, and wind speeds of up to 120 km/h have led to inundation of many southwestern coastal areas of Bangladesh. In Bangladesh, over 800,000 people have been evacuated to safer areas in 16 coastal districts ahead of the cyclone in 9,000 shelters. Tens of thousands of volunteers had been mobilized by the Ministry of Disaster Management and Relief (MoDMR) to quicken the evacuation efforts and relief has already been transported to remote areas. 10,599 houses are so far reported fully destroyed, while 18,605 are reported partially destroyed, and 9 people are reported dead. Millions are without power. Over the next 48 hours, very heavy rainfall and strong winds are expected over West Bengal and most of Bangladesh. ([ECHO, 27 May 2024](https://reliefweb.int/node/4065276/))

As of 28 May, ten casualties are reported across southern Bangladesh and six more in the West Bengal state (India). Around 800,000 are displaced across Bangladesh and 150,000 in India. Approximately 3.75 million of affected people in both countries. Around 115,000 houses were reported damaged in India and 35,000 destroyed in Bangladesh, fostering high risk of protracted displacement. ([ECHO, 28 May 2024](https://reliefweb.int/node/4065626/))

Media report, as of 29 May, a total of 54 fatalities, of which 44 in India and 10 across Bangladesh. In India, 27 fatalities and seven missing people were reported across the Mizoram state, seven fatalities in West Bengal, four fatalities and 18 injured people in Assam, four fatalities in Nagaland and two fatalities and four injured people in Meghalaya. More than 37,000 damaged houses were reported across the affected states. In Bangladesh, around 807,000 people have been evacuated in nearly 9,500 shelters and around 70,285 houses have been completely destroyed, 107,176 of which partially damaged. ([ECHO, 29 May 2024](https://reliefweb.int/node/4065963/))

The humanitarian impact is increasing after the passage of tropical storm REMAL which made landfall near the Bangladesh-India border and crossed north-eastern India on 26-28 May. According to the International Federation of Red Cross and Red Crescent Societies (IFRC), as of 29 May, in Bangladesh 16 people died, 807,023 people have been evacuated to 9,424 evacuation centres and almost 3.5 million people have been affected. In addition, 40,246 houses were completely damaged, and 131,678 others were partially damaged. The rain and high tides damaged some embankments and flooded coastal areas in the Sundarbans. Rain brought by the cyclone, flooded roads also in the capital Dhaka. In India, media report at least 37 fatalities, most of them in Mizoram State, dozens missing people, and hundreds of evacuated. The worst affected states are Mizoram, West Bengal, Assam, and Meghalaya. ([ECHO, 30 May 2024](https://reliefweb.int/node/4066382/))

Tropical storm REMAL struck northeastern India and Bangladesh from May 26-28, causing severe flooding and landslides. In India's northeast, 39 people were reported dead, with the highest fatalities in Mizoram. Dozens remain missing, over 500 were injured, and significant displacement has occurred, with nearly 21,000 affected and 175 homes damaged across Nagaland, Meghalaya, and Tripura. In Manipur, the storm impacted around 188,143 people and damaged over 24,000 houses. West Bengal's South 24 Parganas district saw 1.9 million people affected, thousands of homes damaged, and over 150,000 people evacuated to relief camps. Further assessments are pending. In Bangladesh, the cyclone's aftermath left 16 dead and affected 3.75 million people, according to Save the Children. Approximately 150,000 homes were hit, affecting 639,000 people, including many children. ([ECHO, 31 May 2024](https://reliefweb.int/node/4066693/))

In **India**, 10 days after the cyclone Remal made a landfall, there has been random episodes of unseasonal rainfall in the affected area. As per media reports 07 people have lost their lives and nearly 100 people have been injured as a consequence of the cyclone. People continue to live in damaged and uninhabitable conditions with unusable toilet facility conditions. Some local donor agencies have supported with tarpaulin sheets which is providing temporary relief. There were more than 1,400 relief camps functional during the cyclone, now they have been closed and people have returned to their homes, many of which have been partially or completely destroyed. As per government reports from the district of South 24 Parganas, 23 blocks, 249 Gram Panchayats (village level government administration), 1,905,032 people are affected. Government has distributed 70,914 tarpaulins and 153,353 fresh cooked meals to the impacted people. ([UNICEF, 7 Jun 2024](https://reliefweb.int/node/4068624))

In **Bangladesh**, according to the Department of Disaster Management (DDM), under the Ministry of Disaster Management and Relief (MoDMR), about 4.6 million people were affected by Cyclone Remal in 19 districts, and 16 people died across seven districts. Approximately 807,023 people were evacuated to 9,424 evacuation shelters across 19 districts. Over 173,000 houses were damaged, including 40,338 that were completely uninhabitable. About 80,591 hectares of cultivable land were inundated. Additionally, 50,000 fish enclosures, 34,000 ponds, and 4,000 crab farms were severely flooded, disrupting food supply chains, and exacerbating livelihoods and food insecurity. More than 530,000 farmers have been affected by damage to crops worth BDT 10,595 million (USD 90.7 million). ([IFRC, 1 Jul 2024](https://reliefweb.int/node/4074688))
### Appeals & Response Plans

- [![UN RC Bangladesh: Bangladesh: Cyclone and Monsoon Floods Humanitarian Response Plan (June-December 2024) - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/4b/c4/4bc4311f-a554-4fa1-995b-c9a6d8728aca.png) UN RC Bangladesh: Bangladesh: Cyclone and Monsoon Floods Humanitarian Response Plan (June-December 2024)](https://reliefweb.int/node/4077775)
- [![WFP: WFP Bangladesh Response Plan June 2024 - Cyclone Remal - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/58/71/5871077b-b700-4b2e-9618-975898d9f56c.png) WFP: WFP Bangladesh Response Plan June 2024 - Cyclone Remal](https://reliefweb.int/node/4072579)
- [![IFRC: Bangladesh | Cyclone Remal - Emergency Appeal №: MDRBD035 - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/d5/74/d5747006-0a09-42ba-936f-b1bfca95d28e.png) IFRC: Bangladesh | Cyclone Remal - Emergency Appeal №: MDRBD035](https://reliefweb.int/node/4067298)",Tropical Cyclone,ongoing,2024-05-26T16:06:25+00:00,"Bangladesh, India","Emergency management, Evacuation coordination, Storm tracking, Public safety, Infrastructure protection"
Grenada: Drought - May 2024,"On May 10, 2024, [...] The Government of Grenada officially declared a water crisis due to an acute shortage of water resources. Effective from May 12, 2024, stringent water usage restrictions were enforced across the island. These measures aim to curb wasteful practices and encourage responsible water management during this critical period. The declaration and ensuing water restrictions was prompted by a combination of prolonged drought conditions, insufficient rainfall, and aging water infrastructure. Collectively, this led to critically low water levels in reservoirs. The government implemented several emergency measures to manage the crisis and mitigate its impacts on the population. The 2024 water crisis in Grenada is noted as the most severe in 14 years. This crisis is marked by unprecedented low water levels, significant water rationing, and stringent restrictions on water usage for non-essential activities. The declaration highlighted the extreme nature of the drought and the urgent need for conservation and improved water management strategies to ensure the availability of safe drinking water for the island's residents. ([IFRC, 24 May 2024](https://reliefweb.int/node/4064984/))

Although recent rains have slightly alleviated the situation, water supplies remain insufficient. Farmers are struggling with dry conditions, leading to crop failures and food shortages. Meanwhile, a heatwave has worsened conditions, causing bush fires and exacerbating water shortages. In response, the Grenada Red Cross, supported by the IFRC, is working with the National Water and Sewage Authority to assist the affected population. Despite immediate relief efforts, the water crisis is expected to persist until the peak of the next rainy season.  ([OCHA, 14 Jun 2024](https://reliefweb.int/node/4070550/))",Drought,past,2024-05-25T03:46:00+00:00,Grenada,"Water conservation, Agricultural assistance, Climate resilience, Community support programs, Sustainable practices"
Angola: Polio Outbreak - May 2024,"In the week of May 3rd, 2024, Angolan health authorities announced that polio had been detected in Chitato Municipality, Lunda Norte province, which borders the Democratic Republic of Congo (DRC). A person infected with 'circulating vaccine-derived poliovirus type 2' (cVDPV2) was confirmed. Although a polio outbreak had already been declared by the government on February 27th, 2024, due to environmental samples found in the provinces of Luanda and Huambo, the case on May 3rd was the first human case reported. The Government of Angola has classified the current outbreak as a Grade 2 emergency (i.e., moderate level – aligned with WHO classification) due to the high risk of virus spread, exacerbated by poor water and sanitation infrastructure and hard-to-reach populations. Additionally, there is an increased risk of cross-border transmission along the DRC-Angola border, with genetic sequencing indicating a link to a polio virus reported in the DRC's Cassai Oriental province, classified as cVDPV2 (Circulating Vaccine-Derived Poliovirus Type 2). ([IFRC, 24 May 2024](https://reliefweb.int/node/4))",Epidemic,ongoing,2024-05-24T13:30:35+00:00,Angola,"Disease surveillance, Public health education, Vaccination campaigns, Epidemiological tracking, Quarantine management"
Papua New Guinea: Landslide - May 2024,"A huge landslide occurred in the Enga province, central-northern Papua New Guinea on 23 May, resulting in casualties and widespread damage. According to DG ECHO partners, the total number of casualties remains unverified. Local media reports, as of 24 May, more than 100 fatalities across six villages (where the worst affected is the Kaokalam village) in the Porgera-Paiela district, Enga province due to the landslide occurred on very early morning, local time, of 24 May. Over the next 96 hours, more heavy rainfall with locally very heavy rainfall is forecast over the whole Papua New Guinea. ([ECHO, 24 May 2024](https://reliefweb.int/node/4064791))

Landslides triggered by heavy rains struck the Tulpar community in Yambali village, Lagaip-Porgera District, Enga Province, Papua New Guinea on 24 May 2024. The area remains extremely dangerous due to ongoing land movement. Access is difficult due to a blocked highway and ongoing instability. As of 26 May 2024, authorities report the death toll has risen to five. Many are missing, and estimates suggest a possible additional 670 fatalities. The authorities of the affected area have declared a State of Emergency and requested national assistance. ([ECHO, 26 May 2024](https://reliefweb.int/node/4065095))

According to media, as of 27 May, at least 2,000 people are still buried under the debris and more than 7,900 people have been forced to leave the villages near the landslide. In addition, 18 buildings have been destroyed, more than 634 have been potentially damaged, and the main highway has been blocked. ([ECHO, 28 May 2024](https://reliefweb.int/node/4065627/))

As per DMT report #6 on 28 May, the preliminary estimate of the total affected population is approximately 7,850 individuals or 1,430 households. Further preliminary estimates suggest approximately, 42 per cent are children under 16 years of age. It is believed over 150 structures have been destroyed in the landslide. ([OCHA, 29 May 2024](https://reliefweb.int/node/4065893/))

The landslide buried one school, and 10 other nearby schools (eight elementary and two primary) were also affected. Health services have been restored in two primary health facilities. The two Care Centers established in Wabag and Mulatika will be developed to host increased displaced populations. Damage to a major road is impeding fuel and food supplies from Wabag to landslide-affected areas. The security situation in the disaster area remains volatile due to competition for resources, pre-existing inter-communal tensions and pervasive gender-based violence; the first serious security incident was reported on 13 June. ([UNICEF, 14 Jun 2024](https://reliefweb.int/node/4070366/))

Following the landslide in Enga Province in May, the Enga Provincial Disaster Office (EPDO) has been alerted to imminent threats at the Mulitaka Landslide area by emergency response and geotechnical teams on site. Assessments indicate ongoing geo-seismic activity and potential hazards threatening communities within the Mulitaka Landslide Disaster Site and the Disaster Management Emergency Care Center. Bulges, cracks on the road and fault lines on the high ground have been observed, indicating the imminent risk of further landslides. Immediate evacuation and resettlement of the Care Center are recommended. The Enga Provincial Disaster Office (EPDO) issued the new direction to be immediately implemented for the Provincial Disaster Management Committee (PNGDF), Police, and UN agencies to coordinate evacuations, restrict access to the site, and identify new settlement areas. ([OCHA, 26 Jun 2024](https://reliefweb.int/node/4072993/))

The landslide caused extensive damage to many lives, homes and livelihoods. The extent of the destruction has left an estimated 1,680 individuals displaced, with an estimated 3,979 individuals affected and at risk of displacement. Furthermore; 9,952 individuals are estimated to be directly affected by the landslide. Immediate emergency response and long-term recovery plans are crucial to address the needs of these affected populations and mitigate future risks and vulnerabilities. The landslide has not only devastated the Yambali ward but also caused significant instability in the surrounding area. The soil remains highly unstable, with visible cracks indicating imminent threats to lives and properties. Ongoing geo-seismic activities in the vicinity exacerbate the risk, as the land continues to shift. The landslide covered two creeks with debris and boulders, blocking waterways and increasing the likelihood of further slides. The blockage of these creeks poses a critical risk of flooding, which could trigger additional landslides, endangering the already vulnerable community. ([IOM, 29 Jul 2024](https://reliefweb.int/node/4081769))",Flood,ongoing,2024-05-24T12:23:45+00:00,Papua New Guinea,"Flood response, Water purification, Shelter management, Supply distribution, Rescue operations"
Ethiopia: Floods - May 2024,"Weeks of heavy rainfall and flooding in the East Africa region have triggered widespread displacement, with hundreds of thousands displaced across Burundi, Kenya, Rwanda, Somalia, Ethiopia and Tanzania. So far 637,000 people have been affected, including 234,000 displaced as of 3 May 2024, according to the UN Office for Coordination of Humanitarian Affairs, but the numbers keep rising. ([IOM, 8 May 2024](https://reliefweb.int/node/4060826/))

Heavy rainfall since early May has caused severe flooding, affecting 9 villages of the Gujis, in southern Oromia; flooding has also been reported in some areas of Sidama, Central Ethiopia and South Ethiopia. In West Guji alone, 120,481 people have been affected, with 102,128 people displaced and five deaths. ([ECHO, 16 May 2024](https://reliefweb.int/node/4062837/))

Heavy rains in April and early May caused flooding in several districts across the country, particularly in Afar, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia, and Tigray regions, according to the Ethiopian Disaster Risk Management Commission (EDRMC). More than 590,000 people are reportedly affected and some 95,000 displaced, based on preliminary reports.  ([OCHA, 24 May 2024](https://reliefweb.int/node/4064873/)), ([IFRC, 30 May 2024](https://reliefweb.int/node/4067304/))",Flood,ongoing,2024-05-17T08:19:22+00:00,Ethiopia,"Flood response, Water purification, Shelter management, Supply distribution, Rescue operations"
Lesotho: Drought - Apr 2024,"According to the weather update for quarter 1 of 2024 issued by the Lesotho Meteorological Services, the persistent heatwaves and exceptionally high temperatures experienced between January and March 2024 have led to widespread dryness of crops across most fields. The continuous crop failures over the past seasons is exacerbated. The past two quarters have seen the same crop failure leading automatically to the high food prices. There are 41% of rural families spending more than half of their income on food while most of the families leave with low income. In two consecutive agricultural seasons (2021/2022 and 2022/2023), Lesotho experienced harsh climatic induced shocks such as hailstorms, pests and heavy rainfall/waterlogging in most parts of the country. On the other hands, the heavy rainfalls in late December 2023 and early 2024 led to waterlogged fields which resulted in crop failure. The inflation resulting from this crop failures or production failures have a direct incidence to the families already struggling with low income and other factors that make them more vulnerable to food insecurity. Approximately, 325,000 individuals are experiencing the ramifications of the ongoing food insecurity based on IPC information, stemming from the enduring drought that has gripped the nation for years and increased the food insecurity situation. This figure represents approximately 22% of the population. Eight districts on the ten in Lesotho are under Integrated Food Security Phase Classification 3 (IPC3), signifying a crisis state. Berea, Maseru, Mafeteng, Mohale’s Hoek, Quthing, Thaba Tseka, and Leribe areas. In these districts, access to adequate food and nutrition is severely compromised, necessitating urgent intervention and support measures to alleviate the hardship faced by affected communities. ([IFRC, 17 May 2024](https://reliefweb.int/node/4063043))

A below-normal harvest and increased market reliance have resulted in maize prices rising during the main harvest. Although a larger area was planted in the 2023/24 than the previous season, dry conditions damaged much of the crop between January and March, especially maize. Some poor and very poor households that experienced significant crop losses are already relying on food purchases from local markets, which is earlier than normal. Retail staple food prices are expected to increase further due to below-average local production and higher prices for imported maize. Consequently, household purchasing capacity is expected to decline, particularly between August and September, when market purchases are the main food source, and labor opportunities are often seasonally limited. Overall, most households are likely to continue to meet their food needs through September, driving area-level Stressed (IPC Phase 2) outcomes. ([FEWS NET , 21 Jun 2024](https://reliefweb.int/node/4072219))
### Appeals & Response Plans

- [![SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024 - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/7e/f1/7ef10501-eaaf-4860-8dcd-777b3c17bca3.png) SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024](https://reliefweb.int/node/4067778)",Drought,ongoing,2024-05-17T03:49:15+00:00,Lesotho,"Water conservation, Agricultural assistance, Climate resilience, Community support programs, Sustainable practices"
Uganda: Floods - May 2024,"Since the end of April, heavy rainfall has been affecting several parts of Uganda, causing floods and leading to casualties and damage. According to the International Federation of Red Cross and Red Crescent Societies (IFRC), as many as 49 people died, 28 are still missing, and 296 others have been injured. In addition, almost 18,500 people have been displaced and 39,185 affected across more than 15 districts of the country. For the next 48 hours, moderate rain is expected across the northern, central and southern parts of Uganda. With DG ECHO support, IFRC, through the Uganda Red Cross Society, is providing assistance with distribution of Non-Food Items (NFIs), de-silting kits to de-silt water channels and construct partly destroyed shelters, deployment of Red Cross volunteers, and is engaged in the search and rescue response along with district authorities. ([ECHO, 15 May 2024](https://reliefweb.int/node/4062536))",Flood,ongoing,2024-05-15T13:50:09+00:00,Uganda,"Flood response, Water purification, Shelter management, Supply distribution, Rescue operations"
Malawi: Drought - Mar 2024,"About nine million people in Malawi are reeling from the devastating impacts of El Niño-induced floods and drought, which are destroying harvests and causing hunger to soar to crisis levels ... An El Niño-induced drought has severely affected this season’s maize harvest, resulting in a forecast 45 percent decline against the five-year average and exacerbating food insecurity, and about 40 percent of the population could be facing acute hunger by the end of year because of the drought. In addition, about 14,000 people were displaced by floods and landslides in the northern part of the country. On 25 March, the President of Malawi declared a national disaster. The National Response Plan launched in April estimates the needs at US$449 million. Similarly, neighbouring countries of Zambia and Zimbabwe have also declared national drought emergencies. ([CCC, FAO, Gov't of Malawi, OCHA, WFP 13 May 2024](https://reliefweb.int/node/4061924))

Approximately 4.2 million people (20 percent of the analysed population) are expected to experience high levels of acute food insecurity (IPC Phase 3 or above) in Malawi in the current period (June and September 2024), including 56,000 people in IPC Phase 4 (Emergency) and 4.1 million people in IPC Phase 3 (Crisis). These populations require urgent humanitarian action to reduce their food consumption gaps, protect and restore their livelihoods and prevent high levels of acute malnutrition. An additional 6.7 million people are classified in IPC Phase 2 (Stressed) between the same period and require interventions to mitigate disaster risks and safeguard their livelihoods. Most of the population in Phase 3 or above are not able to produce enough of their own food and are dependent on market purchases for their food needs. The situation is anticipated to deteriorate during the projection period from October 2024 to March 2025 which coincides with the lean season in Malawi. The resulting impact of El Niño on crop production will exacerbate the situation further and is likely to result in an earlier onset of the lean season. In this projected period, 5.7 million people (28 percent of the analysed population are estimated to be in IPC Phase 3 or above). These people will require urgent humanitarian action to reduce food gaps, particularly for the 416,000 people in Phase 4, protect and restore livelihoods and prevent acute malnutrition.  ([IPC, 5 Jul 2024](https://reliefweb.int/node/4075611))
### Appeals & Response Plans

- [![OCHA: Malawi: Drought Flash Appeal July 2024 - April 2025 (July 2024) - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/9c/d8/9cd80453-dd32-4e94-a897-d264634dd054.png) OCHA: Malawi: Drought Flash Appeal July 2024 - April 2025 (July 2024)](https://reliefweb.int/node/4080189)
- [![SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024 - Cover preview](https://reliefweb.int/sites/default/files/styles/small/public/previews/7e/f1/7ef10501-eaaf-4860-8dcd-777b3c17bca3.png) SADC: SADC Regional Humanitarian Appeal: Response to the El Niño Induced Drought and Floods - May 2024](https://reliefweb.int/node/4067778)",Drought,ongoing,2024-05-14T08:57:15+00:00,Malawi,"Water conservation, Agricultural assistance, Climate resilience, Community support programs, Sustainable practices"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
